reviewId,content,cleaned_content,label,labeled_at
2d8c7c10-7c05-468e-a00c-f0e8ed944a08,game ini bagus banget tapi pas main malah ngelek sampe mati baru kagak ngelek bahkan sinyal gw aja bagus tapi tetep aja crash tolong diperbaiki dong bug nya,game bagus banget pas main ngelek sampe mati kagak ngelek sinyal aja bagus tetep aja crash tolong baik bug nya,positif,2026-05-14T00:59:19
82deae4c-2b44-4a08-8256-fe734db90e13,jangan sering sering update,sering neg update,netral,2026-05-14T00:59:33
e2376e81-13c0-4848-ab07-50ce9dee4b66,"sebenarnya bagus bagus aja sih, cuma ya minusnya tuh jaringan lancar tapi roblox ku sering ngebug lah ya, terus kadang loncat sendiri padahal ga mencet tombolnya, terus karakter aku juga kadang melayang gitu wkwk, tolong dong developer perbaiki bug nya, terimakasih",bagus bagus aja sih minus tuh jaring lancar roblox ngebug kadang loncat mencet neg tombol karakter kadang layang gitu wkwk tolong developer baik bug nya terimakasih,positif,2026-05-14T00:59:39
115022ca-e00d-4246-ba01-f26a9cb72a84,good,good,positif,2026-05-14T00:59:44
09c60f60-51bf-4881-b710-f8af43794c1e,balikin #chatrobloxnya,balikin chatrobloxnya,negatif,2026-05-14T00:59:52
4c6f2aee-529d-4a2e-b1db-281de491716e,sekarang di tahun 2026 kita tidak bisa chat lagi di Roblox dan saya Reting bintang satu game tidak seru banget,bisa neg chat roblox reting bintang game seru neg banget,negatif,2026-05-14T01:00:00
8e153f30-74d2-4054-b820-fe128bba6fbc,tidak nge-lag dan tidak jelek permainan ini sangat bagus.,nge neg lag jelek neg main bagus,positif,2026-05-14T01:00:06
6ba8cd96-ef9d-4cde-a3d0-a24923241c89,game nya bagus bgt bisa mabar bareng temen dan kgk ngebosennin deh pokok nya,game nya bagus bgt mabar bareng temen kgk ngebosennin deh pokok nya,positif,2026-05-14T01:00:12
cf60f14e-8ecc-4ffb-a3bf-8afb4f604804,gamenya banyak isi nya tapi boros,gamenya isi nya boros,positif,2026-05-14T01:00:22
a06588fa-47b6-432b-9d99-7b148cf8933e,banyak script nya!! tolong developer player pengguna script di ban sangat meresahkan player yang bermain normal,script nya tolong developer player guna script ban resah player main normal,negatif,2026-05-14T01:00:29
498a8e22-d21a-45f6-bbe4-db6f987da24c,sangat bagus TPI banyak nya hekr di sini mohon ibu ibu di perhatikan KLO anaknya main game yg GK jelas nnti hp nya di sadap,bagus tpi nya hekr mohon perhati klo anak main game nnti nya sadap,positif,2026-05-14T01:00:37
25988599-030a-4098-916d-d0d17ddca71f,saya menyukai nya walaupun sura eror,suka nya sura eror,positif,2026-05-14T01:00:42
2c1e9845-5b7b-4446-8683-4765afcc9e82,ini bgs bgt game demi demi apa demi unkerr ges janglup dwonglod yaaa,bgs bgt game unkerr ges janglup dwonglod yaaa,positif,2026-05-14T01:00:48
52425de1-33a3-4f3b-b8a4-7c1502beed41,seru,seru,positif,2026-05-14T01:00:53
29de83b9-5ae4-4814-98e1-503f72582e2c,Roblox banyak permainan dan juga seru untuk dimainkan bersama teman dan keluarga,roblox main seru main teman keluarga,positif,2026-05-14T01:00:59
a86cc6a4-5906-4e9b-848a-e5ed4eef53fc,geme ini sangat seru sekali untuk dimainkan dan kita bisa mencari teman!,geme seru main cari teman,positif,2026-05-14T01:01:06
0b15c8ec-dfb5-4035-b267-e138cdebed6f,Game bikin stress dan ngabisin kouta,game bikin stress ngabisin kouta,negatif,2026-05-14T01:01:13
3059c828-586f-47bb-a835-f55f8726eff2,aku tidak bisa log in lagi kemarin baru top up ini tanggung jawabmu jangan hapus dataku pikirkan secara logika,bisa neg log kemarin top tanggung jawab hapus neg data pikir logika,negatif,2026-05-14T01:01:25
79632e7f-2e33-4f74-85f3-9a90273cefce,gemas nya bagus tapi tolong hilang kan dari pembatasan usia. bosen gaada temen chat,gemas nya bagus tolong hilang batas usia bosen gaada temen chat,positif,2026-05-14T01:01:31
3505d014-ce28-4130-94f7-340da61028d5,saya memainkan game fish it dan afk berhari² masak ikan nya gak mau naik,main game fish afk hari masak ikan nya mau neg,netral,2026-05-14T01:01:49
5ad1b6c3-838e-4aa9-9565-a8e8e85a6b06,tidak bisa chattt,bisa neg chattt,negatif,2026-05-14T01:01:54
7fe92f55-dcae-4a86-b454-9ce9b8339c66,semakin banyak game semakin seru,game seru,positif,2026-05-14T01:01:59
602d2923-d7f3-48b8-b526-30e8d1b43ce5,gak suka gak bisa chatan harga itemnya mahal gak banget,suka neg bisa neg chatan harga item mahal banget neg,negatif,2026-05-14T01:02:06
ee11ad50-2e05-4dc6-a883-89f4ee8232ce,gemenya seru tapi banyak kesalahan misalnya robux aku abis beli 80rb tapi robuxnya gak masuk masuk,gemenya seru salah robux abis beli robuxnya masuk neg masuk,positif,2026-05-14T01:02:15
f8cd9d2a-d695-411d-a2b3-deba4fae63c3,bagus si cuman ngk bisa chat,bagus cuman ngk chat,positif,2026-05-14T01:02:20
b8a4a237-4cd8-44c6-a981-0ca80dd279fc,game nya bagus dan seru,game nya bagus seru,positif,2026-05-14T01:02:27
77725b24-83d3-469b-b39d-4e017eb3f250,"""Bagus banget Game nya banyak tapi ""minusnya"" lag banget kalau saya mau di chrombook",bagus banget game nya minus lag banget chrombook,positif,2026-05-14T01:02:35
cde16a13-91e1-46b7-bbb5-b2cc43d7c39e,emhh baguss baguss,emhh baguss baguss,positif,2026-05-14T01:02:40
f06de233-e76b-4c8a-b18a-1de476bd633b,jujur lumayan lah,jujur lumayan,positif,2026-05-14T01:02:44
c91080c1-384b-497b-a9da-9bc859bff0a9,game ini tidak menjaganya dengan baik 😡😡😡😡😡,game jaga neg ,negatif,2026-05-14T01:02:52
27db2d94-aac5-44c4-a166-ace3c38e0f99,bagus.banget aku suka deh ya pokoknya,bagus banget suka deh pokok,positif,2026-05-14T01:02:57
aab7659b-114c-4b14-a26f-dae96257e344,BAGUS,bagus,positif,2026-05-14T01:03:02
44005902-820a-42f9-bd2e-a37573706f01,chat nya di hapus sumpah,chat nya hapus sumpah,negatif,2026-05-14T01:03:09
5855d07b-8c1f-4dc6-8cb9-cb3943dab2eb,gk bisa chat,chat,negatif,2026-05-14T01:03:14
7200ee40-ec2e-46b1-801c-16091f1491eb,bagus game nya,bagus game nya,positif,2026-05-14T01:03:18
f2fd312d-3216-4996-bdb6-ecbbd59e7e56,"karna terlalu banyak bug, dan citer",karna bug citer,negatif,2026-05-14T01:03:24
f513b406-452b-40c2-b105-bc065cbf28e0,yang kurang ada orang yang sus iuhh jijik,orang sus iuhh jijik,negatif,2026-05-14T01:03:33
9be147b2-38cb-4227-a059-6cadbca21532,mayan lah walaupun rada ngelag dikit,mayan rada ngelag dikit,positif,2026-05-14T01:03:38
ff974ea3-4966-47ab-b809-c48fa4c94846,game ini memang bagus tapi akhir akhir ini updatenya kurang bagus dan tidak memuaskan dan juga sering ada bug atau map yang tidak bisa keluar dan itu padahal buatan pengembangnya sendiri tapi gak bisa keluar untungnya saja saya bisa keluar pencet tombol handphone dan tolong untuk kedepannya bug dan updatenya jangan gajelas ya oh iya juga harga yang 80 robux boleh diskon lagi ga? 12k tolong ya kalau ga bisa juga ga papa segitu saja dari saya thank you dan tolong yaa diskon plis 1 minggu saja 😗🙌,game bagus updatenya bagus muas neg bug map bisa neg buat kembang bisa neg untung pencet tombol handphone tolong depan bug updatenya gajelas neg iya harga robux diskon k neg tolong bisa neg papa neg segitu thank you tolong yaa diskon plis minggu,positif,2026-05-14T01:03:45
2fec566e-ae25-4374-9b39-76a6903074bd,bagus🤣🤣🤣🤣🤣,bagus,positif,2026-05-14T01:03:49
bd6e922c-eacd-4042-a69d-e50d74ddc862,seru co anday aja aplikasi nya ga pake kota aku bakal main sepuasnya seru ada map tauran,seru anday aja aplikasi nya pake neg kota main puas seru map taur,positif,2026-05-14T01:03:54
599c625c-0988-4a97-879a-23c994cd1a8d,"bagus tapi,gasuka sama update nya bikin gabisa chatan sama temen beda umur, and banyak bug nya",bagus gasuka update nya bikin gabisa chatan temen beda umur and bug nya,positif,2026-05-14T01:03:59
d2ae3301-f5b1-45ac-ad6a-023da6993d24,Suka ngelek makan sinyal yatu bener adzkia Aisiyah sinyal atau wifi nya padahal bagus tapi roblox nya suka ngelek udahku tunggulama tapi tetep gakbisa,suka ngelek makan sinyal yatu bener adzkia aisiyah sinyal wifi nya bagus roblox nya suka ngelek udahku tunggulama tetep gakbisa,negatif,2026-05-14T01:04:12
bb8f7ece-c7da-4a25-be9d-7ca3a44d82d8,"game nya bagus, seru bisa berkomunikasi dengan orang lain walaupun sekarang gk ada chat hehe, tpi ada kekurangan wifi saya bagus gak ada gangguan tapi aku malah sering banget DC(disconnected) jadi mohon di perbaiki sedikit ya kalo salah maaf",game nya bagus seru komunikasi orang chat hehe tpi kurang wifi bagus ada neg ganggu banget disconnected mohon baik kalo salah maaf,positif,2026-05-14T01:04:20
9d451593-9625-4a09-83ea-adfa4160dd5b,"so many games,i lovo it",many games lovo,positif,2026-05-14T01:04:24
b77b4d1d-5baa-4c01-943b-0458628b5138,"pls lah roblox dengerin komunitas kalian. kek.. ni game punya banyak potensi buat lebih baik tpi KALIAN ngerusakinnya, dri update verifikasi umur. itu update gk bakal memberantas pdf malahan bakal bikin game kalian lebih buruk. terus wajah 2d dijadiin 3d atau dynamic, sumpah GK ADA YG NANYA BUAT UPDATE INI!!!. berhenti buat game kalian lebih ""modern"" padahal kalian membuat game ini kek kesannya ""corporateslop"".",pls roblox dengerin komunitas kek game potensi tpi ngerusakinnya dri update verifikasi umur update berantas pdf bikin game buruk wajah dijadiin dynamic sumpah nanya update henti game modern game kek kesan corporateslop,negatif,2026-05-14T01:04:38
dfa05e09-8101-44fd-8fe1-954926b84c20,game nya seru banget banyak pilihan english version its so fun and many game on roblox you can play obby or anything else,game nya seru banget pilih english version its fun and many game roblox you can play obby anything else,positif,2026-05-14T01:04:43
ee1edb20-3d57-446c-8355-7c2bf07cf134,Great!,great,positif,2026-05-14T01:04:48
1efd837c-8ef3-486f-b218-fc10fce068ca,game unik grafik rendah masih lag parah tidak optimal di mobile,game unik grafik rendah lag parah optimal neg mobile,negatif,2026-05-14T01:04:59
87a41e40-c1e6-4b68-ace4-c42cc723a74f,"bagus sih, tpi robux nya mahal bgt semoga harga robux and barang² nya tambah murah aminnn.... semangat buat ceo roblox",bagus sih tpi robux nya mahal bgt moga harga robux and barang nya murah aminnn semangat ceo roblox,positif,2026-05-14T01:05:04
d86685d5-7472-47ce-a8c2-5f8e0b79d7e3,seru aja si,seru aja,positif,2026-05-14T01:05:09
85a1c6d0-5650-4896-92ee-007d472b613d,suka ngebug jalan sendiri,suka ngebug jalan,negatif,2026-05-14T01:05:15
5d9daf52-7d37-4f0f-8f4e-82d8a5ec9900,game ny seru banget tapi jangan juga ada aturan baru soalnya aku sama mamah aku juga main juga plis aku mau kembali seperti semula soalnya mamah ku jagain aku main juga 😔🥲,game seru banget juga neg atur mamah main plis mamah jagain main,positif,2026-05-14T01:05:22
bd56e3c5-f309-44cf-ad49-73d0a5adbb60,bagus banget soal nya banyak permainan terus bisa bikin tower atau obby kita sendiri tapi pernah ngelek sih gpp lah makasih Roblox bisa menghibur kita semuah 😋🙌,bagus banget nya main bikin tower obby ngelek sih gpp makasih roblox hibur semuah,positif,2026-05-14T01:05:26
1570091a-8e1f-4aac-a42d-33782a9fbc5a,bagus banget game nya cuma ada bug beberapa,bagus banget game nya bug,positif,2026-05-14T01:05:32
da245b3b-1b61-4564-8fd5-3c6348bd1633,"keamanan -, akun hilang karena bug kode palsu, padahal sudah habis banyak malah kehilangan akunnya. kalau bisa, tolong diperbaiki keamanan dan bug bug yang masih banyak tersebar di game ini",aman akun hilang bug kode palsu habis hilang akun tolong baik aman bug bug sebar game,negatif,2026-05-14T01:05:40
8755fb12-e7f6-4b95-b824-74185e2d3669,sangat cocok untuk bermain game,cocok main game,positif,2026-05-14T01:05:46
2fd88cdd-249e-42d2-a8d2-c2419e464c05,gtw lagi,gtw,netral,2026-05-14T01:05:51
20b7ed1b-f213-42f3-aff6-738aa65057fe,bagus permainan nya,bagus main nya,positif,2026-05-14T01:05:55
ce2e145f-fac3-4e36-9a41-3c8bd42eaeb8,ini sangat bagus fitur nya bagus banget dan banyak game yang lain lain dan punya musik bisa juga tup up robux,bagus fitur nya bagus banget game musik tup robux,positif,2026-05-14T01:06:12
dbb87a24-84f5-4652-b7d8-05ebb158ff97,bagus,bagus,positif,2026-05-14T01:06:18
9dc86b31-7ad7-4a99-976a-be7936ff054c,mana chat nya,chat nya,negatif,2026-05-14T01:06:28
09b37174-3257-4f47-8f9d-0eb5c58d9ee6,yey sekarang aku dah punya robax,yey dah robax,positif,2026-05-14T01:06:37
350f052b-8ed8-42cc-b616-f4c8d0faa2f9,mainan nya seru,main nya seru,positif,2026-05-14T01:06:43
c0c1792d-e20e-4edd-88de-3d7584cf242d,gamenya bagus banget dan cakeep cakeep mapnya tp kadang ngeleg,gamenya bagus banget cakeep cakeep map kadang ngeleg,positif,2026-05-14T01:07:54
b370be1a-91c5-40c5-8d93-8ea80d23d2e6,"geme nya makin lama makin kaga seru, dari apdet verivikasi coba pikir kek bikin apdet bisa pilih Chet sama temen yg aman 😭",geme nya kaga seru apdet verivikasi coba pikir kek bikin apdet pilih chet temen aman,negatif,2026-05-14T01:08:03
41141da7-de9c-438b-a952-c053874559b2,gak bisa di mainan hanjing,bisa neg main hanjing,negatif,2026-05-14T01:08:17
a3090766-ecb2-425e-aa5f-739b4a295016,saya gak ada robuxxxxxx,ada neg robuxxxxxx,netral,2026-05-14T01:08:30
809cec7a-8206-4e8f-9575-d8515f36ced9,geme nya bagus banget tapi suka ngeleg dikit😅 geme nya bagus banget aku kasih bintang lima ya😊 soalnya bagus👍🏼,geme nya bagus banget suka ngeleg dikit geme nya bagus banget kasih bintang ya bagus,positif,2026-05-14T01:08:38
6f675044-0986-45c3-a98d-de58b84ae3a3,"sekarang roblox lumayan jadi seru, tapi kalau mau chat harus verifikasi umur dan kalo mau on mic harus pake ktp padahal aku pengen banget on mic , jadi aku rating bintang 4",roblox lumayan seru chat verifikasi umur kalo mic pake ktp ken banget mic rating bintang,positif,2026-05-14T01:08:45
7059dfb2-cdaa-48d6-9737-8ae7fe5f815d,bagus ada banyak permainan,bagus main,positif,2026-05-14T01:08:52
47cbe794-d95d-48f5-af79-9301f6d1bf12,wow keren wow wow keren tapi harusnya offline,wow keren wow wow keren offline,positif,2026-05-14T01:09:00
88b9bb5b-c956-463f-bb9f-f7eb6782aead,seru banget sumpah bikin ketagihan untuk main,seru banget sumpah bikin tagih main,positif,2026-05-14T01:09:06
9fbd4591-59b7-4e7c-bb37-35307eeb9f32,game nya seruu bisa ganti ava dan banyak game nya seperti fps putar tower laser itu seru banget,game nya seruu ganti ava game nya fps putar tower laser seru banget,positif,2026-05-14T01:09:12
7d4bc7d1-703f-4984-be9c-f7f393870b48,KOPLOKK AKUN URANG ANU SOK TOP UP DI BAN TIBA TIBA,koplokk akun urang anu sok top ban,negatif,2026-05-14T01:09:24
41f145e5-1a7d-4a0c-bea2-2523df2f92ea,musik tapi kenapa tidak aku nggak boleh pakai skin gratis gratis gratis gratis gratis gratis gratis gratis aja bagus,musik aku neg boleh neg pakai skin gratis gratis gratis gratis gratis gratis gratis gratis aja bagus,netral,2026-05-14T01:09:37
30fcf8f6-b3e5-48c7-80e9-bee927938607,"sebenarnya gamenya bagus, tapi kenapa barang barang yang saya beli menggunakan robux hilang dan tidak ada pengembalian robux ataupun uang saya kecewa berat",gamenya bagus barang barang beli robux hilang ada neg kembali robux uang kecewa berat,positif,2026-05-14T01:09:44
830c6df1-3048-4c73-82ef-98e1caa60834,tapi agak gelengg,gelengg,netral,2026-05-14T01:09:55
708d33aa-3712-4b7f-b820-7295e19dde20,sumpah game ini bagus banget bisa mabar sama sepupu pokonya seru banget aku kasih rating banyak i love you roblox🤗🤗,sumpah game bagus banget mabar sepupu poko seru banget kasih rating love you roblox,positif,2026-05-14T01:10:27
f5254b23-ab4c-4939-a0b0-eae67af195c7,"sayaaa belakang ini jarang main sekali main bajuu yang saya beli pakai robux ilang semuaa,kenapa jdi gni yah roblox? padahal mahal banget top up nya",sayaaa jarang main main bajuu beli pakai robux ilang semuaa jdi gni yah roblox mahal banget top nya,negatif,2026-05-14T01:10:40
eff20cc0-5d74-4adb-990d-fe6899c9fb73,sangat bagus,bagus,positif,2026-05-14T01:10:48
debc471b-ca81-4f85-8c15-e12d56c2f03e,Kembalikan klasik Face..,kembali klasik face,netral,2026-05-14T01:10:54
0af0fee0-d029-45bb-ab06-c18fb54a0ee6,ya bagus sekali karna saya senang,bagus karna senang,positif,2026-05-14T01:11:01
f062a50e-a9b4-44eb-ba8b-bab2af33d0d6,"gamenya seru,tapi kekurangannya bnyak bug seperti tidak bisa jalan,atau lompat dan banyak cheater tolong perketat keamanan roblox yaaa",gamenya seru kurang bnyak bug bisa neg jalan lompat cheater tolong ketat aman roblox yaaa,positif,2026-05-14T01:11:06
e0f9caeb-ab8d-4ab0-ad92-6f8028612408,aku sangat suka game ini sayang nya akun ku kadaluarsa 🙂,suka game sayang nya akun kadaluarsa,positif,2026-05-14T01:11:13
3548c6e5-e10a-443a-8e58-750f97704ded,"bagus banget bisa interaksi dari berbagai negara, pokok bagus poll deh",bagus banget interaksi negara pokok bagus poll deh,positif,2026-05-14T01:11:46
3602b46f-6d10-492c-b96f-349ee636327c,game kayak kon*** harus verifikasi muka umur,game kayak kon verifikasi muka umur,negatif,2026-05-14T01:11:51
48731a85-b8fd-4954-a86d-3ccc16a287c4,seru bangetttttt,seru bangetttttt,positif,2026-05-14T01:12:27
b26c5618-06c1-416c-92d0-f90bec623b09,sangat bagus sekali,bagus,positif,2026-05-14T01:12:32
5f189d63-8c24-4d7b-b8f6-c6b93bc89d52,bagusssss ihhhhhhhhhhhhh sukaaaaaa tapiiii masa iya nggak bisa chat chatan,bagusssss ihhhhhhhhhhhhh sukaaaaaa tapiiii iya bisa neg chat chatan,positif,2026-05-14T01:12:58
c1848d8e-f5eb-4069-808b-6c88f6eddd4e,baguss banget tapi kenapa update nya cepat? jadinya memo saya full,baguss banget update nya cepat memo full,positif,2026-05-14T01:13:07
b23e9879-b238-4545-9e3b-235a29802571,permainan nya sangat bagus sekali saya menyukainya,main nya bagus suka,positif,2026-05-14T01:13:12
320ff3be-cdad-4f44-9cb1-78df45eb407a,turunin harga market saya plis saya sering topup langsung dari roblox,turunin harga market plis topup langsung roblox,negatif,2026-05-14T01:13:41
8f22f296-b6b8-48a2-b224-e3cb615d3c21,game nya sangat bagus apalagi bisa Mabar dan juga banyak permainan yang seru dan game ini pantas di kasih rating segini ;),game nya bagus mabar main seru game kasih rating gin,positif,2026-05-14T01:13:46
aeef50f6-d4b0-4180-becf-f08a72854a6e,kembaliin fitur chat,kembaliin fitur chat,negatif,2026-05-14T01:13:54
2bfc0856-0c1f-4414-a4e0-01794433a912,bagus banget gamenya terimakasih sudah segitu saja jangan banyak - banyak ya bye byee muchhhhhhhhhhhhhhh,bagus banget gamenya terimakasih segitu banyak neg bye byee muchhhhhhhhhhhhhhh,positif,2026-05-14T01:14:22
4e8dd40b-d8c0-4ef5-a125-da66e24da724,lumayan,lumayan,positif,2026-05-14T01:14:38
72c19ba0-fb67-46b7-b037-e8d0efdb8503,"game nya bagus, cuman banyak sekali bug, saya top up tapi robux nya tidak masuk kedalam akun saya dll",game nya bagus cuman bug top robux nya masuk neg dalam akun dll,positif,2026-05-14T01:14:46
8f6d5907-9435-4996-a965-5cdb1d25adbe,seru banget,seru banget,positif,2026-05-14T01:14:52
336f046b-662d-4b6a-ac41-5c58f1c9b30d,kasih grafik di aplikasi sebelum main biar yang main ngak ngelag atau lemot,kasih grafik aplikasi main biar main ngak ngelag lot,netral,2026-05-14T01:15:10
9a45ebb5-0791-41c4-b35c-60089bbe4d60,"ini roblox udah kayak penjara bayangin harus verifikasi, chat dihapus, masih banyak lagi",roblox udah kayak penjara bayangin verifikasi chat hapus,negatif,2026-05-14T01:15:37
6d6a9f52-6d68-4d0c-bbb7-a1748119d756,"banyak yang gak terima karena ada upd baru jir😹,padahal mah upd nya bagus bagus aja,walaupun kalo mau chat ada batasan umurnya,main tinggal main loh..ngapain sibuin chat,kalo gak suka upd baru Roblox usah main kalo orangnya baperan😹😹😹🤭",terima neg upd jir mah upd nya bagus bagus aja kalo chat batas umur main tinggal main loh ngapain sibuin chat kalo suka neg upd roblox main kalo orang baperan,positif,2026-05-14T01:15:45
51a6b112-ba2f-4580-8ee2-52d84b23ba55,seruu,seruu,positif,2026-05-14T01:15:52
b9411d4f-856c-41cb-a9fc-233dbd41e6d2,game sampah masa gk boleh ngechat sih kan gk seru mending game lain dari pada roblox,game sampah ngechat sih seru mending game roblox,negatif,2026-05-14T01:15:59
88667e78-4b54-4b21-9342-79ee6e3ece02,game nya jelek dan gabisa chat,game nya jelek gabisa chat,negatif,2026-05-14T01:16:08
1105a8f0-9d23-48ac-b931-6ff63d2e345c,banyak game yang menarik,game tarik,positif,2026-05-14T01:16:33
29248746-2671-4205-a944-3e74207f7166,kembalikan chat yang dulu anjjj,kembali chat anjjj,negatif,2026-05-14T01:16:47
adcdf938-bb32-47c9-a361-f980852abf8f,knp cba hrus ad rbux g gratis gtu?,knp cba hrus rbux gratis gtu,netral,2026-05-14T01:16:56
